hq,Q75_hist,Q75_sint_media,Q75_sint_p05,Q75_sint_p95,Q75_sint_min,Q75_sint_max
1,18.630950400000003,14.468376752721953,10.35619801113359,21.585873035466413,7.704945805509208,27.098197779906833
2,20.769739200000032,23.868456576320813,15.815459082953895,31.691897260501207,10.723710403086184,34.453040178174376
3,4.508179200000001,5.511880953484724,2.6239035193338482,9.614215586531381,2.0866837907887743,11.57991483457912
4,1.5848265600000002,2.1535979010841935,0.8307854522152767,3.991539425618952,0.46535947523396054,8.904580976913753
