hydro_year,hq,V_m3,n_valid,n_total,completitud,V_hm3,X,Y,mean,std,Z
1981,3,21603456.0,91,91,1.0,21.603456,21.603456,3.0728533018914845,2.750636036937241,1.674736577155936,0.19239877443976178
1981,4,1581984.0,92,92,1.0,1.581984,1.581984,0.45867975551429224,1.6667537877118288,1.6457173699870242,-0.734071386879183
1982,1,5814720.0,92,92,1.0,5.81472,5.81472,1.7603926334785551,3.2189669322030006,0.921997142112159,-1.581972689614924
1982,2,36829728.0,90,90,1.0,36.829728,36.829728,3.606305345145967,3.7390507135173414,0.8801089175118143,-0.1508283415042124
1982,3,8370432.0,91,91,1.0,8.370432,8.370432,2.1247054960727096,2.750636036937241,1.674736577155936,-0.3737486536106451
1982,4,571104.0,92,92,1.0,0.571104,0.571104,-0.5601839493085323,1.6667537877118288,1.6457173699870242,-1.3531714361366434
1983,2,14604192.0,90,90,1.0,14.604192,14.604192,2.681308610789959,3.7390507135173414,0.8801089175118143,-1.201830911698703
1983,3,765504.0,91,91,1.0,0.765504,0.765504,-0.26722083855513756,2.750636036937241,1.674736577155936,-1.8019889913775875
1983,4,1466208.0,92,92,1.0,1.466208,1.466208,0.3826794760740078,1.6667537877118288,1.6457173699870242,-0.7802520256852763
1984,1,1237248.0,92,92,1.0,1.237248,1.237248,0.21288955836037238,3.2189669322030006,0.921997142112159,-3.2603977133336333
1984,2,15488064.0,91,91,1.0,15.488064,15.488064,2.7400696627570884,3.7390507135173414,0.8801089175118143,-1.1350652525877207
1984,3,37990944.0,91,91,1.0,37.990944,37.990944,3.637347815535192,2.750636036937241,1.674736577155936,0.5294634336486392
1984,4,2309472.0,92,92,1.0,2.309472,2.309472,0.8370189269787005,1.6667537877118288,1.6457173699870242,-0.5041782239557151
1985,1,29941056.0,92,92,1.0,29.941056,29.941056,3.3992306489105735,3.2189669322030006,0.921997142112159,0.1955143985529233
1985,2,40862880.0,90,90,1.0,40.86288,40.86288,3.710222071487052,3.7390507135173414,0.8801089175118143,-0.032755766311051204
1985,3,4602528.0,91,91,1.0,4.602528,4.602528,1.5266057177567807,2.750636036937241,1.674736577155936,-0.7308793131270398
1985,4,2348352.0,92,92,1.0,2.348352,2.348352,0.8537138055508706,1.6667537877118288,1.6457173699870242,-0.4940337855019229
1986,1,3014496.0,92,92,1.0,3.014496,3.014496,1.1034326520265556,3.2189669322030006,0.921997142112159,-2.294512839085454
1986,2,18164736.0,90,90,1.0,18.164736,18.164736,2.8994821321241186,3.7390507135173414,0.8801089175118143,-0.9539371374247582
1986,3,12845952.0,91,91,1.0,12.845952,12.845952,2.553028742256924,2.750636036937241,1.674736577155936,-0.11799306074504953
1986,4,7216128.0,92,92,1.0,7.216128,7.216128,1.9763185209622016,1.6667537877118288,1.6457173699870242,0.18810321802267518
1987,1,29795040.0,92,92,1.0,29.79504,29.79504,3.3943419367051733,3.2189669322030006,0.921997142112159,0.19021209122233776
1987,2,46558368.0,90,90,1.0,46.558368,46.558368,3.840706751262471,3.7390507135173414,0.8801089175118143,0.11550392880068146
1987,4,2366496.0,92,92,1.0,2.366496,2.366496,0.8614103801028598,1.6667537877118288,1.6457173699870242,-0.4893570562576725
1988,1,25606368.0,92,92,1.0,25.606368,25.606368,3.242841070552365,3.2189669322030006,0.921997142112159,0.025893939643535625
1988,2,56123712.0,91,91,1.0,56.123712,56.123712,4.027558397024036,3.7390507135173414,0.8801089175118143,0.3278090674530878
1988,3,201216096.0,91,91,1.0,201.216096,201.216096,5.304379435025755,2.750636036937241,1.674736577155936,1.524862735383329
1988,4,67654656.0,92,92,1.0,67.654656,67.654656,4.21441617708218,1.6667537877118288,1.6457173699870242,1.5480558422923119
1989,1,75079008.0,92,92,1.0,75.079008,75.079008,4.318540999057766,3.2189669322030006,0.921997142112159,1.1926002984519062
1989,2,57120768.0,90,90,1.0,57.120768,57.120768,4.045167763319092,3.7390507135173414,0.8801089175118143,0.34781723456135877
1989,3,59730048.0,91,91,1.0,59.730048,59.730048,4.089835210360165,2.750636036937241,1.674736577155936,0.7996476530638466
1990,1,34636896.0,92,92,1.0,34.636896,34.636896,3.544919472288952,3.2189669322030006,0.921997142112159,0.35352879656355823
1990,2,54650592.0,90,90,1.0,54.650592,54.650592,4.0009600471347815,3.7390507135173414,0.8801089175118143,0.2975874103831294
1990,3,10347264.0,91,91,1.0,10.347264,10.347264,2.3367221369392457,2.750636036937241,1.674736577155936,-0.24715164500730635
1990,4,12487392.0,92,92,1.0,12.487392,12.487392,2.5247194952886236,1.6667537877118288,1.6457173699870242,0.5213323522152284
1991,1,31494528.0,92,92,1.0,31.494528,31.494528,3.4498138164557988,3.2189669322030006,0.921997142112159,0.25037700629305876
1991,2,54679968.0,90,90,1.0,54.679968,54.679968,4.001497426632461,3.7390507135173414,0.8801089175118143,0.29819799333142993
1991,3,52615008.0,91,91,1.0,52.615008,52.615008,3.963001402240659,2.750636036937241,1.674736577155936,0.7239140661525864
1991,4,12203136.0,92,92,1.0,12.203136,12.203136,2.5016929678880584,1.6667537877118288,1.6457173699870242,0.5073405649129247
1992,1,35105184.0,92,92,1.0,35.105184,35.105184,3.5583488118740774,3.2189669322030006,0.921997142112159,0.36809428594713767
1992,2,23707296.0,91,91,1.0,23.707296,23.707296,3.165782848866847,3.7390507135173414,0.8801089175118143,-0.6513601365058307
1992,3,3340224.0,91,91,1.0,3.340224,3.340224,1.2060378706080577,2.750636036937241,1.674736577155936,-0.9222932056289379
1992,4,2444256.0,92,92,1.0,2.444256,2.444256,0.8937407821413488,1.6667537877118288,1.6457173699870242,-0.4697118835031649
1993,1,16288992.0,92,92,1.0,16.288992,16.288992,2.7904895422463647,3.2189669322030006,0.921997142112159,-0.4647274599735283
1993,2,13308192.0,90,90,1.0,13.308192,13.308192,2.588379785464239,3.7390507135173414,0.8801089175118143,-1.3074187809688407
1993,3,2071008.0,91,91,1.0,2.071008,2.071008,0.7280354452741659,2.750636036937241,1.674736577155936,-1.2077126750870202
1993,4,1588032.0,92,92,1.0,1.588032,1.588032,0.4624955137554139,1.6667537877118288,1.6457173699870242,-0.731752788126621
1994,1,18954432.0,92,92,1.0,18.954432,18.954432,2.942037782811061,3.2189669322030006,0.921997142112159,-0.30035792600998307
1994,2,7656768.0,90,90,1.0,7.656768,7.656768,2.035589962599216,3.7390507135173414,0.8801089175118143,-1.9355112952769944
1994,3,667008.0,91,91,1.0,0.667008,0.667008,-0.40495323913544223,2.750636036937241,1.674736577155936,-1.884230224093842
1994,4,241920.0,92,92,1.0,0.24192,0.24192,-1.419148185990969,1.6667537877118288,1.6457173699870242,-1.8751105323310338
1995,1,5067360.0,92,92,1.0,5.06736,5.06736,1.6228199719273573,3.2189669322030006,0.921997142112159,-1.731184281785415
1995,2,2801088.0,90,90,1.0,2.801088,2.801088,1.030007913135403,3.7390507135173414,0.8801089175118143,-3.078076754455307
1995,3,296352.0,91,91,1.0,0.296352,0.296352,-1.2162073419942785,2.750636036937241,1.674736577155936,-2.3686372131837445
1995,4,496800.00000000006,92,92,1.0,0.4968000000000001,0.4968000000000001,-0.699567748362868,1.6667537877118288,1.6457173699870242,-1.4378662941944607
1996,1,4522176.0,92,92,1.0,4.522176,4.522176,1.5089932939298727,3.2189669322030006,0.921997142112159,-1.8546409312677818
1996,2,66636864.0,91,91,1.0,66.636864,66.636864,4.199257937927757,3.7390507135173414,0.8801089175118143,0.5228980359743235
1996,3,1713312.0,91,91,1.0,1.713312,1.713312,0.5384283393595775,2.750636036937241,1.674736577155936,-1.3209287524695195
1996,4,2067552.0,92,92,1.0,2.067552,2.067552,0.7263652987481549,1.6667537877118288,1.6457173699870242,-0.5714155456541656
1997,1,18185472.0,92,92,1.0,18.185472,18.185472,2.9006230335599104,3.2189669322030006,0.921997142112159,-0.34527644837793253
1997,2,121440384.0,90,90,1.0,121.440384,121.440384,4.799423475697656,3.7390507135173414,0.8801089175118143,1.2048199274904867
1997,3,54972864.0,91,91,1.0,54.972864,54.972864,4.006839681661432,2.750636036937241,1.674736577155936,0.7500902899353256
1997,4,38268288.0,92,92,1.0,38.268288,38.268288,3.6446215636577803,1.6667537877118288,1.6457173699870242,1.2018271253718045
1998,1,63347616.0,92,92,1.0,63.347616,63.347616,4.148637273856987,3.2189669322030006,0.921997142112159,1.0083223680327784
1998,2,81069120.0,90,90,1.0,81.06912,81.06912,4.3953021241238766,3.7390507135173414,0.8801089175118143,0.7456479505534902
1998,3,23999328.0,91,91,1.0,23.999328,23.999328,3.178025829955938,2.750636036937241,1.674736577155936,0.25519821973703904
1998,4,4743360.0,92,92,1.0,4.74336,4.74336,1.5567457453433577,1.6667537877118288,1.6457173699870242,-0.06684503935772303
1999,1,20937312.0,92,92,1.0,20.937312,20.937312,3.041532830440495,3.2189669322030006,0.921997142112159,-0.19244539235341895
1999,2,26227584.0,90,90,1.0,26.227584,26.227584,3.266811681363585,3.7390507135173414,0.8801089175118143,-0.5365688527379538
1999,3,4481568.0,91,91,1.0,4.481568,4.481568,1.4999729851911818,2.750636036937241,1.674736577155936,-0.7467819529385061
1999,4,10069056.0,92,92,1.0,10.069056,10.069056,2.309466958542801,1.6667537877118288,1.6457173699870242,0.39053678508360146
2000,1,22629024.0,92,92,1.0,22.629024,22.629024,3.119233330125015,3.2189669322030006,0.921997142112159,-0.10817127030297603
2000,2,17845056.0,91,91,1.0,17.845056,17.845056,2.8817264950711308,3.7390507135173414,0.8801089175118143,-0.9741115007333194
2000,3,5997888.0,91,91,1.0,5.997888,5.997888,1.791407407261513,2.750636036937241,1.674736577155936,-0.5727638858313497
2000,4,561600.0,92,92,1.0,0.5616,0.5616,-0.5769654262705357,1.6667537877118288,1.6457173699870242,-1.3633684950411962
2001,1,21429792.0,92,92,1.0,21.429792,21.429792,3.064782103418783,3.2189669322030006,0.921997142112159,-0.16722918297881376
2001,2,46536768.0,90,90,1.0,46.536768,46.536768,3.840242709824525,3.7390507135173414,0.8801089175118143,0.11497667424307752
2001,3,906336.0,91,91,1.0,0.906336,0.906336,-0.09834518076392128,2.750636036937241,1.674736577155936,-1.7011518447512188
2001,4,604800.0,92,92,1.0,0.6048,0.6048,-0.5028574541168138,1.6667537877118288,1.6457173699870242,-1.3183376935772082
2002,1,6621696.0,92,92,1.0,6.621696,6.621696,1.890351530490478,3.2189669322030006,0.921997142112159,-1.441019002150984
2002,2,6869664.0,90,90,1.0,6.869664,6.869664,1.927115196741265,3.7390507135173414,0.8801089175118143,-2.058762819832187
2002,3,1689120.0,91,91,1.0,1.68912,1.68912,0.5242076832592476,2.750636036937241,1.674736577155936,-1.3294200318111815
2002,4,5435424.0,92,92,1.0,5.435424,5.435424,1.692937530409811,1.6667537877118288,1.6457173699870242,0.015910230502208737
2003,1,24277536.0,92,92,1.0,24.277536,24.277536,3.1895514783397676,3.2189669322030006,0.921997142112159,-0.031904061867097024
2003,2,55979424.0,90,90,1.0,55.979424,55.979424,4.024984194645304,3.7390507135173414,0.8801089175118143,0.32488419948787134
2003,3,63070272.0,91,91,1.0,63.070272,63.070272,4.144249533334724,2.750636036937241,1.674736577155936,0.8321389258507387
2005,2,55260576.0,90,90,1.0,55.260576,55.260576,4.012059742893715,3.7390507135173414,0.8801089175118143,0.31019914006576244
2005,3,4721760.0,91,91,1.0,4.72176,4.72176,1.5521816114504203,2.750636036937241,1.674736577155936,-0.715607721139079
2005,4,432000.0,92,92,1.0,0.432,0.432,-0.8393296907380268,1.6667537877118288,1.6457173699870242,-1.5227909264089587
2006,1,27093312.0,92,92,1.0,27.093312,27.093312,3.299286907760177,3.2189669322030006,0.921997142112159,0.0871152109790443
2006,2,35189856.0,90,90,1.0,35.189856,35.189856,3.56075785925351,3.7390507135173414,0.8801089175118143,-0.20258044284778903
2006,3,1785888.0,91,91,1.0,1.785888,1.785888,0.5799157705215497,2.750636036937241,1.674736577155936,-1.2961562409427054
2006,4,5742144.0,92,92,1.0,5.742144,5.742144,1.747832659754321,1.6667537877118288,1.6457173699870242,0.049266583388575085
2007,1,13918176.0,92,92,1.0,13.918176,13.918176,2.6331956118377473,3.2189669322030006,0.921997142112159,-0.6353287809800992
2007,2,15558912.0,90,90,1.0,15.558912,15.558912,2.7446335934263497,3.7390507135173414,0.8801089175118143,-1.129879609562805
2007,3,72308160.0,91,91,1.0,72.30816,72.30816,4.280936985866702,2.750636036937241,1.674736577155936,0.9137562108592875
2007,4,541728.0,92,92,1.0,0.541728,0.541728,-0.6129912485272978,1.6667537877118288,1.6457173699870242,-1.3852591446228104
2008,1,12696480.0,92,92,1.0,12.69648,12.69648,2.541324789692799,3.2189669322030006,0.921997142112159,-0.7349720639673825
2008,2,13750560.0,91,91,1.0,13.75056,13.75056,2.6210795505559745,3.7390507135173414,0.8801089175118143,-1.2702645555757133
2008,3,47402496.0,91,91,1.0,47.402496,47.402496,3.858674885542483,2.750636036937241,1.674736577155936,0.6616197817133315
2008,4,1696896.0,92,92,1.0,1.696896,1.696896,0.5288006997541926,1.6667537877118288,1.6457173699870242,-0.6914632540863371
2009,1,41859072.0,92,92,1.0,41.859072,41.859072,3.734308547636902,3.2189669322030006,0.921997142112159,0.5589405778995475
2009,2,69784416.0,90,90,1.0,69.784416,69.784416,4.245410718365012,3.7390507135173414,0.8801089175118143,0.5753378869051999
2009,3,16813440.0,91,91,1.0,16.81344,16.81344,2.8221785665797774,2.750636036937241,1.674736577155936,0.042718676249390304
2009,4,530496.0,92,92,1.0,0.530496,0.530496,-0.6339428610130761,1.6667537877118288,1.6457173699870242,-1.3979901352946433
2010,1,18539712.0,92,92,1.0,18.539712,18.539712,2.919915026036473,3.2189669322030006,0.921997142112159,-0.324352313589003
2010,2,80193888.0,90,90,1.0,80.193888,80.193888,4.38444730249207,3.7390507135173414,0.8801089175118143,0.7333144524877119
2010,3,53310528.0,91,91,1.0,53.310528,53.310528,3.976133835118768,2.750636036937241,1.674736577155936,0.7317555577980428
2010,4,6679584.0,92,92,1.0,6.679584,6.679584,1.8990557101602563,1.6667537877118288,1.6457173699870242,0.14115541750055122
2011,1,36921312.0,92,92,1.0,36.921312,36.921312,3.6087889452979436,3.2189669322030006,0.921997142112159,0.42280175858454233
2011,2,61231680.0,90,90,1.0,61.23168,61.23168,4.114664702644083,3.7390507135173414,0.8801089175118143,0.4267812558798431
2011,3,26072064.0,91,91,1.0,26.072064,26.072064,3.2608643962729658,2.750636036937241,1.674736577155936,0.30466185924129197
2011,4,3367008.0,92,92,1.0,3.367008,3.367008,1.2140245161784906,1.6667537877118288,1.6457173699870242,-0.2750953959590934
2012,1,23048928.0,92,92,1.0,23.048928,23.048928,3.1376192607689553,3.2189669322030006,0.921997142112159,-0.08822985204454087
2012,2,17454528.0,91,91,1.0,17.454528,17.454528,2.859599099228911,3.7390507135173414,0.8801089175118143,-0.9992531569555706
2012,3,2192832.0,91,91,1.0,2.192832,2.192832,0.7851938591141145,2.750636036937241,1.674736577155936,-1.1735828814110403
2012,4,673920.0,92,92,1.0,0.67392,0.67392,-0.3946438694765811,1.6667537877118288,1.6457173699870242,-1.2525830344761222
2013,1,24072768.0,92,92,1.0,24.072768,24.072768,3.1810812431059516,3.2189669322030006,0.921997142112159,-0.04109089645360334
2013,2,44752608.0,90,90,1.0,44.752608,44.752608,3.8011497223522994,3.7390507135173414,0.8801089175118143,0.07055832249776563
2013,3,34697376.0,91,91,1.0,34.697376,34.697376,3.546664064496966,2.750636036937241,1.674736577155936,0.4753153650656823
2013,4,2337984.0,92,92,1.0,2.337984,2.337984,0.849289019570515,1.6667537877118288,1.6457173699870242,-0.4967224524997018
2014,1,25955424.0,92,92,1.0,25.955424,25.955424,3.256380605111857,3.2189669322030006,0.921997142112159,0.04057894672335683
2014,2,37126944.0,90,90,1.0,37.126944,37.126944,3.6143429593883,3.7390507135173414,0.8801089175118143,-0.14169581928746597
2014,3,3211488.0,91,91,1.0,3.211488,3.211488,1.1667343811370336,2.750636036937241,1.674736577155936,-0.9457616662854609
2014,4,12837312.0,92,92,1.0,12.837312,12.837312,2.552355930551533,1.6667537877118288,1.6457173699870242,0.5381252935591772
2015,1,34137504.0,92,92,1.0,34.137504,34.137504,3.530396603973013,3.2189669322030006,0.921997142112159,0.3377772636654526
2015,2,75545568.0,90,90,1.0,75.545568,75.545568,4.324736023861004,3.7390507135173414,0.8801089175118143,0.665469123980102
2015,3,13770432.0,91,91,1.0,13.770432,13.770432,2.622523684797475,2.750636036937241,1.674736577155936,-0.07649701683671854
2015,4,3741984.0,92,92,1.0,3.741984,3.741984,1.3196159520544082,1.6667537877118288,1.6457173699870242,-0.2109340534335842
2016,1,19262880.0,92,92,1.0,19.26288,19.26288,2.9581799279013583,3.2189669322030006,0.921997142112159,-0.28285012218608163
2016,2,49831200.0,91,91,1.0,49.8312,49.8312,3.908641293881736,3.7390507135173414,0.8801089175118143,0.19269271903737772
2016,3,15877728.0,91,91,1.0,15.877728,15.877728,2.764917372535206,2.750636036937241,1.674736577155936,0.008527511605567098
2016,4,1493856.0,92,92,1.0,1.493856,1.493856,0.40136069652307205,1.6667537877118288,1.6457173699870242,-0.7689006109224781
2017,1,22909824.0,86,92,0.9347826086956522,22.909824,22.909824,3.1315658142010636,3.2189669322030006,0.921997142112159,-0.09479543266448086
2018,4,5821632.0,92,92,1.0,5.821632,5.821632,1.7615806348062797,1.6667537877118288,1.6457173699870242,0.05762037201758316
2019,1,44319744.0,92,92,1.0,44.319744,44.319744,3.791430266249061,3.2189669322030006,0.921997142112159,0.6208949115987841
2019,2,38518848.0,90,90,1.0,38.518848,38.518848,3.6511476799406593,3.7390507135173414,0.8801089175118143,-0.09987744906073194
2019,3,21042720.0,91,91,1.0,21.04272,21.04272,3.0465546570804247,2.750636036937241,1.674736577155936,0.17669562137689587
2019,4,11216448.0,92,92,1.0,11.216448,11.216448,2.4173812724331953,1.6667537877118288,1.6457173699870242,0.45610959597958484
2020,1,32807808.0,91,92,0.9891304347826086,32.807808,32.807808,3.490666535841471,3.2189669322030006,0.921997142112159,0.29468594991091474
2020,2,75645792.0,91,91,1.0,75.645792,75.645792,4.326061814100346,3.7390507135173414,0.8801089175118143,0.6669755173513796
2020,3,123247872.0,91,91,1.0,123.247872,123.247872,4.814197547053664,2.750636036937241,1.674736577155936,1.2321708012258235
2020,4,20043936.0,92,92,1.0,20.043936,20.043936,2.9979266641169264,1.6667537877118288,1.6457173699870242,0.8088708916134204
2021,1,79411104.0,92,92,1.0,79.411104,79.411104,4.374638207341648,3.2189669322030006,0.921997142112159,1.253443446138212
2021,2,106921728.0,90,90,1.0,106.921728,106.921728,4.672097052756282,3.7390507135173414,0.8801089175118143,1.0601487164529446
2021,3,31726944.0,91,91,1.0,31.726944,31.726944,3.457166288318862,2.750636036937241,1.674736577155936,0.421875452545177
2021,4,22444128.0,92,92,1.0,22.444128,22.444128,3.1110290209556926,1.6667537877118288,1.6457173699870242,0.8775961532539766
